Fecha,Tipo,Open,High,Low,Last,Cierre,Aj.Dif.,Mon.,OI.Vol.,OI.Dif.,Vol.Ope.,Unidad,Dólar B.N.,Dólar Itaú.,Dif.Sem
14/07/2021,Fut,309,310,309,310,309,"309,0",D,400,400,400,TONS,"96,16","96,09",-309
15/07/2021,Fut,0,0,0,0,"308,5","-0,5",D,400,0,0,TONS,"96,18","96,26","-308,5"
16/07/2021,Fut,0,0,0,0,"308,5",0,D,400,0,0,TONS,"96,22","96,15","-308,5"
19/07/2021,Fut,0,0,0,0,302,"-6,5",D,400,0,0,TONS,"96,31","96,24",-302
20/07/2021,Fut,0,0,0,0,310,"8,0",D,400,0,0,TONS,"96,34","96,41",-310
21/07/2021,Fut,0,0,0,0,310,0,D,400,0,0,TONS,"96,36","96,3",-310
22/07/2021,Fut,"306,5","306,5","306,5","306,5","306,5","-3,5",D,600,200,200,TONS,"96,41","96,33","-306,5"
23/07/2021,Fut,0,0,0,0,"304,5","-2,0",D,600,0,0,TONS,"96,42","96,5","-304,5"
26/07/2021,Fut,310,310,310,310,309,"4,5",D,800,200,200,TONS,"96,54","96,59",-309
27/07/2021,Fut,0,0,0,0,311,"2,0",D,800,0,0,TONS,"96,57","96,64",-311
28/07/2021,Fut,"309,5",310,"309,5",310,311,0,D,12800,12000,12000,TONS,"96,61","96,71",-311
29/07/2021,Fut,0,0,0,0,313,"2,0",D,12800,0,0,TONS,"96,64","96,62",-313
30/07/2021,Fut,0,0,0,0,310,"-3,0",D,12800,0,0,TONS,"96,69","96,77",-310
02/08/2021,Fut,0,0,0,0,"312,5","2,5",D,12800,0,0,TONS,"96,79","96,72","-312,5"
03/08/2021,Fut,0,0,0,0,309,"-3,5",D,12800,0,0,TONS,"96,81","96,89",-309
04/08/2021,Fut,0,0,0,0,312,"3,0",D,12800,0,0,TONS,"96,83","96,92",-312
05/08/2021,Fut,0,0,0,0,"313,5","1,5",D,12800,0,0,TONS,"96,89","96,8","-313,5"
06/08/2021,Fut,0,0,0,0,314,"0,5",D,12800,0,0,TONS,"96,9","96,84",-314
09/08/2021,Fut,0,0,0,0,"312,5","-1,5",D,12800,0,0,TONS,97,"97,07","-312,5"
10/08/2021,Fut,0,0,0,0,"314,5","2,0",D,12800,0,0,TONS,"97,03","97,1","-314,5"
11/08/2021,Fut,0,0,0,0,"315,5","1,0",D,12800,0,0,TONS,"97,04","97,13","-315,5"
12/08/2021,Fut,0,0,0,0,316,"0,5",D,12800,0,0,TONS,"97,07","97,01",-316
13/08/2021,Fut,0,0,0,0,"316,5","0,5",D,12800,0,0,TONS,"97,11","97,17","-316,5"
17/08/2021,Fut,0,0,0,0,"317,5","1,0",D,12800,0,0,TONS,"97,25","97,3","-317,5"
18/08/2021,Fut,323,323,322,322,322,"4,5",D,12800,0,700,TONS,"97,25","97,2",-322
19/08/2021,Fut,0,0,0,0,"318,5","-3,5",D,12800,0,0,TONS,"97,28","97,36","-318,5"
20/08/2021,Fut,316,316,316,316,316,"-2,5",D,12800,0,100,TONS,"97,31","97,39",-316
23/08/2021,Fut,"315,5","316,5","315,5","316,5","316,5","0,5",D,20300,7500,8200,TONS,"97,4","97,48","-316,5"
24/08/2021,Fut,0,0,0,0,"318,5","2,0",D,20300,0,0,TONS,"97,45","97,36","-318,5"
25/08/2021,Fut,320,320,320,320,"321,1","2,6",D,20300,0,800,TONS,"97,48","97,55","-321,1"
26/08/2021,Fut,0,0,0,0,321,"-0,1",D,20300,0,0,TONS,"97,53","97,47",-321
27/08/2021,Fut,0,0,0,0,319,"-2,0",D,20300,0,0,TONS,"97,56","97,64",-319
30/08/2021,Fut,0,0,0,0,317,"-2,0",D,20300,0,0,TONS,"97,71","97,78",-317
31/08/2021,Fut,0,0,0,0,316,"-1,0",D,20300,0,0,TONS,"97,74","97,83",-316
01/09/2021,Fut,0,0,0,0,313,"-3,0",D,20300,0,0,TONS,"97,78","97,84",-313
02/09/2021,Fut,0,0,0,0,315,"2,0",D,20300,0,0,TONS,"97,83","97,76",-315
03/09/2021,Fut,317,317,317,317,317,"2,0",D,20800,500,1500,TONS,"97,86","97,8",-317
06/09/2021,Fut,0,0,0,0,316,"-1,0",D,20800,0,0,TONS,"97,95","98,14",-316
