Fecha,Tipo,Open,High,Low,Last,Cierre,Aj.Dif.,Mon.,OI.Vol.,OI.Dif.,Vol.Ope.,Unidad,Dólar B.N.,Dólar Itaú.,Dif.Sem
31/01/2012,F/Base,0,0,0,0,0,0,D,400,0,400,TONS,1,"4,341",-100
02/02/2012,F/Base,0,0,0,0,0,0,D,200,-200,200,TONS,1,"4,339",-100
03/02/2012,F/Base,,,,,"-0,5","-0,5",D,200,0,0,TONS,1,"4,328","-99,5"
06/02/2012,F/Base,,,,,"-0,5",0,D,0,0,0,TONS,1,"4,331","-99,5"
07/02/2012,F/Base,,,,,"-0,5",0,D,0,0,0,TONS,1,"4,341","-99,5"
08/02/2012,F/Base,,,,,"-0,5",0,D,0,0,0,TONS,1,"4,343","-99,5"
09/02/2012,F/Base,,,,,"-0,5",0,D,0,0,0,TONS,1,"4,35","-99,5"
10/02/2012,F/Base,,,,,"-0,5",0,D,0,0,0,TONS,1,"4,351","-99,5"
13/02/2012,F/Base,,,,,"-0,5",0,D,0,0,0,TONS,1,"4,351","-99,5"
14/02/2012,F/Base,,,,,"-0,5",0,D,0,0,0,TONS,1,"4,351","-99,5"
15/02/2012,F/Base,,,,,"-0,5",0,D,0,0,0,TONS,1,"4,345","-99,5"
16/02/2012,F/Base,,,,,"-0,5",0,D,0,0,0,TONS,1,"4,357","-99,5"
17/02/2012,F/Base,,,,,"-0,5",0,D,0,0,0,TONS,1,"4,36","-99,5"
22/02/2012,F/Base,,,,,"-0,5",0,D,0,0,0,TONS,1,"4,363","-99,5"
