Fecha,Tipo,Open,High,Low,Last,Cierre,Aj.Dif.,Mon.,OI.Vol.,OI.Dif.,Vol.Ope.,Unidad,Dólar B.N.,Dólar Itaú.,Dif.Sem
28/03/2018,Fut,201,201,201,201,201,"201,0",D,200,200,200,TONS,1,"20,115",-201
03/04/2018,Fut,0,0,0,0,201,0,D,200,0,0,TONS,1,"20,145",-201
04/04/2018,Fut,0,0,0,0,"201,5","0,5",D,0,-200,0,TONS,1,"20,185","-201,5"
05/04/2018,Fut,0,0,0,0,"201,5",0,D,0,0,0,TONS,1,"20,205","-201,5"
06/04/2018,Fut,0,0,0,0,"204,5","3,0",D,0,0,0,TONS,1,"20,255","-204,5"
09/04/2018,Fut,0,0,0,0,208,"3,5",D,0,0,0,TONS,1,"20,206",-208
10/04/2018,Fut,0,0,0,0,208,0,D,0,0,0,TONS,1,"20,21",-208
11/04/2018,Fut,0,0,0,0,209,"1,0",D,0,0,0,TONS,1,"20,125",-209
12/04/2018,Fut,0,0,0,0,"210,5","1,5",D,0,0,0,TONS,1,"20,175","-210,5"
13/04/2018,Fut,0,0,0,0,"220,3","9,8",D,0,0,0,TONS,1,"20,21","-220,3"
16/04/2018,Fut,0,0,0,0,"224,8","4,5",D,0,0,0,TONS,1,"20,24","-224,8"
17/04/2018,Fut,0,0,0,0,229,"4,2",D,0,0,0,TONS,1,"20,21",-229
18/04/2018,Fut,0,0,0,0,236,"7,0",D,0,0,0,TONS,1,"20,11",-236
19/04/2018,Fut,0,0,0,0,236,0,D,0,0,0,TONS,1,"20,13",-236
20/04/2018,Fut,0,0,0,0,"229,5","-6,5",D,0,0,0,TONS,1,"20,19","-229,5"
