Fecha,Tipo,Open,High,Low,Last,Cierre,Aj.Dif.,Mon.,OI.Vol.,OI.Dif.,Vol.Ope.,Unidad,Dólar B.N.,Dólar Itaú.,Dif.Sem
17/01/2013,Fut,187,187,187,187,187,"187,0",D,0,0,100,TONS,1,"4,954",-187
18/01/2013,Fut,0,0,0,0,"190,3","3,3",D,0,0,0,TONS,1,"4,946","-190,3"
21/01/2013,Fut,0,0,0,0,"190,3",0,D,0,0,0,TONS,1,"4,952","-190,3"
22/01/2013,Fut,0,0,0,0,191,"0,7",D,0,0,0,TONS,1,"4,956",-191
23/01/2013,Fut,0,0,0,0,191,0,D,0,0,0,TONS,1,"4,965",-191
24/01/2013,Fut,0,0,0,0,190,"-1,0",D,0,0,0,TONS,1,"4,96",-190
25/01/2013,Fut,0,0,0,0,188,"-2,0",D,0,0,0,TONS,1,"4,968",-188
28/01/2013,Fut,0,0,0,0,"188,5","0,5",D,0,0,0,TONS,1,"4,974","-188,5"
29/01/2013,Fut,0,0,0,0,"189,5","1,0",D,0,0,0,TONS,1,"4,979","-189,5"
30/01/2013,Fut,0,0,0,0,"188,5","-1,0",D,0,0,0,TONS,1,"4,972","-188,5"
01/02/2013,Fut,0,0,0,0,188,"-0,5",D,0,0,0,TONS,1,"4,986",-188
04/02/2013,Fut,0,0,0,0,"188,5","0,5",D,0,0,0,TONS,1,"4,979","-188,5"
05/02/2013,Fut,0,0,0,0,"186,5","-2,0",D,0,0,0,TONS,1,"4,988","-186,5"
06/02/2013,Fut,0,0,0,0,184,"-2,5",D,0,0,0,TONS,1,"4,98",-184
07/02/2013,Fut,0,0,0,0,183,"-1,0",D,0,0,0,TONS,1,"4,987",-183
08/02/2013,Fut,0,0,0,0,182,"-1,0",D,0,0,0,TONS,1,"5,003",-182
13/02/2013,Fut,0,0,0,0,181,"-1,0",D,0,0,0,TONS,1,"4,995",-181
14/02/2013,Fut,0,0,0,0,180,"-1,0",D,0,0,0,TONS,1,5,-180
15/02/2013,Fut,0,0,0,0,181,"1,0",D,0,0,0,TONS,1,"5,003",-181
18/02/2013,Fut,180,182,180,182,180,"-1,0",D,1000,0,1200,TONS,1,"5,01",-180
19/02/2013,Fut,182,182,182,182,182,"2,0",D,1000,0,200,TONS,1,"5,029",-182
21/02/2013,Fut,0,0,0,0,"182,5","0,5",D,1000,0,0,TONS,1,"5,031","-182,5"
22/02/2013,Fut,0,0,0,0,"182,5",0,D,1000,0,0,TONS,1,"5,027","-182,5"
25/02/2013,Fut,0,0,0,0,181,"-1,5",D,1000,0,0,TONS,1,"5,029",-181
26/02/2013,Fut,0,0,0,0,182,"1,0",D,1000,0,0,TONS,1,"5,031",-182
27/02/2013,Fut,0,0,0,0,"182,5","0,5",D,1000,0,0,TONS,1,"5,035","-182,5"
28/02/2013,Fut,0,0,0,0,"182,8","0,3",D,1000,0,0,TONS,1,"5,049","-182,8"
01/03/2013,Fut,0,0,0,0,"180,5","-2,3",D,1000,0,0,TONS,1,"5,041","-180,5"
04/03/2013,Fut,0,0,0,0,"178,5","-2,0",D,0,0,0,TONS,1,"5,046","-178,5"
05/03/2013,Fut,0,0,0,0,"176,4","-2,1",D,0,0,0,TONS,1,"5,061","-176,4"
06/03/2013,Fut,175,175,175,175,"173,5","-2,9",D,100,0,100,TONS,1,"5,064","-173,5"
07/03/2013,Fut,0,0,0,0,170,"-3,5",D,0,0,0,TONS,1,"5,067",-170
08/03/2013,Fut,0,0,0,0,165,"-5,0",D,0,0,0,TONS,1,"5,07",-165
11/03/2013,Fut,0,0,0,0,165,0,D,0,0,0,TONS,1,"5,065",-165
12/03/2013,Fut,0,0,0,0,165,0,D,0,0,0,TONS,1,"5,082",-165
13/03/2013,Fut,0,0,0,0,165,0,D,0,0,0,TONS,1,"5,083",-165
14/03/2013,Fut,0,0,0,0,"165,5","0,5",D,0,0,0,TONS,1,"5,079","-165,5"
15/03/2013,Fut,0,0,0,0,"165,5",0,D,0,0,0,TONS,1,"5,087","-165,5"
18/03/2013,Fut,0,0,0,0,"163,5","-2,0",D,0,0,0,TONS,1,"5,092","-163,5"
19/03/2013,Fut,0,0,0,0,168,"4,5",D,0,0,0,TONS,1,"5,092",-168
20/03/2013,Fut,0,0,0,0,168,0,D,0,0,0,TONS,1,"5,101",-168
