Fecha,Tipo,Open,High,Low,Last,Cierre,Aj.Dif.,Mon.,OI.Vol.,OI.Dif.,Vol.Ope.,Unidad,Dólar B.N.,Dólar Itaú.,Dif.Sem
22/11/2013,Fut,300,300,300,300,300,"300,0",D,100,100,100,TONS,1,"6,079",-300
26/11/2013,Fut,0,0,0,0,"300,5","0,5",D,100,0,0,TONS,1,"6,099","-300,5"
27/11/2013,Fut,0,0,0,0,"299,2","-1,3",D,100,0,0,TONS,1,"6,114","-299,2"
28/11/2013,Fut,0,0,0,0,"298,8","-0,4",D,100,0,0,TONS,1,"6,108","-298,8"
29/11/2013,Fut,0,0,0,0,301,"2,2",D,100,0,0,TONS,1,"6,129",-301
02/12/2013,Fut,0,0,0,0,300,"-1,0",D,100,0,0,TONS,1,"6,16",-300
03/12/2013,Fut,0,0,0,0,300,0,D,100,0,0,TONS,1,"6,16",-300
04/12/2013,Fut,0,0,0,0,300,0,D,100,0,0,TONS,1,"6,203",-300
05/12/2013,Fut,0,0,0,0,"301,5","1,5",D,100,0,0,TONS,1,"6,211","-301,5"
06/12/2013,Fut,0,0,0,0,"300,5","-1,0",D,100,0,0,TONS,1,"6,249","-300,5"
09/12/2013,Fut,0,0,0,0,302,"1,5",D,100,0,0,TONS,1,"6,238",-302
10/12/2013,Fut,0,0,0,0,302,0,D,100,0,0,TONS,1,"6,252",-302
11/12/2013,Fut,0,0,0,0,"303,3","1,3",D,100,0,0,TONS,1,"6,267","-303,3"
12/12/2013,Fut,0,0,0,0,"300,6","-2,7",D,100,0,0,TONS,1,"6,287","-300,6"
13/12/2013,Fut,0,0,0,0,"302,5","1,9",D,100,0,0,TONS,1,"6,283","-302,5"
16/12/2013,Fut,0,0,0,0,303,"0,5",D,100,0,0,TONS,1,"6,297",-303
17/12/2013,Fut,0,0,0,0,"301,5","-1,5",D,100,0,0,TONS,1,"6,324","-301,5"
18/12/2013,Fut,0,0,0,0,"300,1","-1,4",D,100,0,0,TONS,1,"6,362","-300,1"
19/12/2013,Fut,0,0,0,0,"298,3","-1,8",D,100,0,0,TONS,1,"6,388","-298,3"
20/12/2013,Fut,0,0,0,0,"300,5","2,2",D,100,0,0,TONS,1,"6,41","-300,5"
23/12/2013,Fut,0,0,0,0,"299,9","-0,6",D,100,0,0,TONS,1,"6,433","-299,9"
26/12/2013,Fut,0,0,0,0,"299,7","-0,2",D,100,0,0,TONS,1,"6,461","-299,7"
27/12/2013,Fut,0,0,0,0,"298,7","-1,0",D,100,0,0,TONS,1,"6,479","-298,7"
30/12/2013,Fut,0,0,0,0,"296,3","-2,4",D,100,0,0,TONS,1,"6,524","-296,3"
02/01/2014,Fut,0,0,0,0,291,"-5,3",D,100,0,0,TONS,1,"6,544",-291
03/01/2014,Fut,0,0,0,0,"291,6","0,6",D,100,0,0,TONS,1,"6,55","-291,6"
06/01/2014,Fut,0,0,0,0,294,"2,4",D,100,0,0,TONS,1,"6,565",-294
07/01/2014,Fut,0,0,0,0,295,"1,0",D,100,0,0,TONS,1,"6,606",-295
08/01/2014,Fut,0,0,0,0,294,"-1,0",D,100,0,0,TONS,1,"6,596",-294
09/01/2014,Fut,0,0,0,0,"292,5","-1,5",D,100,0,0,TONS,1,"6,611","-292,5"
10/01/2014,Fut,0,0,0,0,"292,5",0,D,100,0,0,TONS,1,"6,63","-292,5"
13/01/2014,Fut,0,0,0,0,"295,3","2,8",D,100,0,0,TONS,1,"6,7","-295,3"
14/01/2014,Fut,0,0,0,0,296,"0,7",D,100,0,0,TONS,1,"6,718",-296
15/01/2014,Fut,0,0,0,0,297,"1,0",D,100,0,0,TONS,1,"6,758",-297
