Fecha,Tipo,Open,High,Low,Last,Cierre,Aj.Dif.,Mon.,OI.Vol.,OI.Dif.,Vol.Ope.,Unidad,Dólar B.N.,Dólar Itaú.,Dif.Sem
20/03/2012,F/Base,0,0,0,0,0,0,D,500,0,500,TONS,1,"4,36",-100
21/03/2012,F/Base,"-0,5","-0,5","-0,5","-0,5","-0,5","-0,5",D,600,100,100,TONS,1,"4,371","-99,5"
22/03/2012,F/Base,"-0,5","-0,5","-1,3","-1,3","-0,5",0,D,1800,1200,1200,TONS,1,"4,369","-99,5"
23/03/2012,F/Base,,,,,"-0,5",0,D,1800,0,0,TONS,1,"4,362","-99,5"
26/03/2012,F/Base,-1,-1,-1,-1,-1,"-0,5",D,2100,300,300,TONS,1,"4,374",-99
27/03/2012,F/Base,,,,,-1,0,D,2100,0,0,TONS,1,"4,376",-99
28/03/2012,F/Base,-1,-1,-1,-1,-1,0,D,2900,800,800,TONS,1,"4,37",-99
29/03/2012,F/Base,,,,,-1,0,D,2900,0,0,TONS,1,"4,372",-99
30/03/2012,F/Base,,,,,-1,0,D,2900,0,0,TONS,1,"4,383",-99
03/04/2012,F/Base,,,,,-1,0,D,2900,0,0,TONS,1,"4,384",-99
04/04/2012,F/Base,,,,,-1,0,D,2900,0,0,TONS,1,"4,387",-99
09/04/2012,F/Base,,,,,-1,0,D,2900,0,0,TONS,1,"4,383",-99
10/04/2012,F/Base,,,,,1,"2,0",D,2900,0,0,TONS,1,"4,38",-101
11/04/2012,F/Base,-1,-1,-1,-1,-1,"-2,0",D,3400,500,500,TONS,1,"4,381",-99
12/04/2012,F/Base,,,,,-1,0,D,3400,0,0,TONS,1,"4,387",-99
13/04/2012,F/Base,,,,,"0,5","1,5",D,3400,0,0,TONS,1,"4,397","-100,5"
16/04/2012,F/Base,,,,,"0,5",0,D,3400,0,0,TONS,1,"4,392","-100,5"
17/04/2012,F/Base,,,,,"0,5",0,D,3400,0,0,TONS,1,"4,397","-100,5"
18/04/2012,F/Base,0,0,0,0,0,"-0,5",D,3600,200,1200,TONS,1,"4,395",-100
19/04/2012,F/Base,0,0,0,0,0,0,D,4800,1200,1200,TONS,1,"4,408",-100
20/04/2012,F/Base,0,0,0,0,0,0,D,5300,500,500,TONS,1,"4,401",-100
23/04/2012,F/Base,,,,,0,0,D,5300,0,0,TONS,1,"4,403",-100
24/04/2012,F/Base,,,,,0,0,D,5300,0,0,TONS,1,"4,407",-100
25/04/2012,F/Base,0,0,0,0,"0,5","0,5",D,8100,2800,2800,TONS,1,"4,409","-100,5"
26/04/2012,F/Base,0,0,0,0,0,"-0,5",D,8600,500,500,TONS,1,"4,41",-100
27/04/2012,F/Base,0,0,0,0,0,0,D,9200,600,600,TONS,1,"4,411",-100
02/05/2012,F/Base,,,,,0,0,D,9200,0,0,TONS,1,"4,423",-100
03/05/2012,F/Base,,,,,0,0,D,9200,0,0,TONS,1,"4,423",-100
04/05/2012,F/Base,,,,,"-0,5","-0,5",D,9200,0,0,TONS,1,"4,424","-99,5"
07/05/2012,F/Base,,,,,"-0,5",0,D,9200,0,0,TONS,1,"4,427","-99,5"
08/05/2012,F/Base,,,,,"-0,5",0,D,9200,0,0,TONS,1,"4,434","-99,5"
09/05/2012,F/Base,,,,,-1,"-0,5",D,9200,0,0,TONS,1,"4,436",-99
10/05/2012,F/Base,,,,,-1,0,D,9200,0,0,TONS,1,"4,444",-99
11/05/2012,F/Base,,,,,-1,0,D,9200,0,0,TONS,1,"4,442",-99
14/05/2012,F/Base,,,,,-1,0,D,9200,0,0,TONS,1,"4,437",-99
15/05/2012,F/Base,,,,,-1,0,D,9200,0,0,TONS,1,"4,446",-99
16/05/2012,F/Base,,,,,-1,0,D,9200,0,0,TONS,1,"4,447",-99
17/05/2012,F/Base,,,,,-2,"-1,0",D,9200,0,0,TONS,1,"4,447",-98
18/05/2012,F/Base,,,,,"-0,5","1,5",D,9200,0,0,TONS,1,"4,456","-99,5"
21/05/2012,F/Base,,,,,"-0,5",0,D,9200,0,0,TONS,1,"4,459","-99,5"
22/05/2012,F/Base,,,,,"-0,5",0,D,9200,0,0,TONS,1,"4,473","-99,5"
23/05/2012,F/Base,,,,,"-0,5",0,D,9200,0,0,TONS,1,"4,465","-99,5"
24/05/2012,F/Base,,,,,"-0,5",0,D,9200,0,0,TONS,1,"4,474","-99,5"
28/05/2012,F/Base,,,,,"-0,5",0,D,9200,0,0,TONS,1,"4,47","-99,5"
29/05/2012,F/Base,,,,,"-0,5",0,D,9200,0,0,TONS,1,"4,468","-99,5"
30/05/2012,F/Base,,,,,"-0,5",0,D,9200,0,0,TONS,1,"4,468","-99,5"
31/05/2012,F/Base,,,,,"-0,5",0,D,9200,0,0,TONS,1,"4,475","-99,5"
01/06/2012,F/Base,,,,,"-0,5",0,D,9200,0,0,TONS,1,"4,476","-99,5"
04/06/2012,F/Base,,,,,"-0,5",0,D,9200,0,0,TONS,1,"4,468","-99,5"
05/06/2012,F/Base,,,,,"-0,5",0,D,9200,0,0,TONS,1,"4,474","-99,5"
06/06/2012,F/Base,,,,,"-0,5",0,D,9200,0,0,TONS,1,"4,482","-99,5"
07/06/2012,F/Base,,,,,"-0,5",0,D,9200,0,0,TONS,1,"4,482","-99,5"
08/06/2012,F/Base,,,,,"-0,5",0,D,9200,0,0,TONS,1,"4,481","-99,5"
11/06/2012,F/Base,,,,,"-0,5",0,D,9200,0,0,TONS,1,"4,483","-99,5"
12/06/2012,F/Base,,,,,"-0,5",0,D,9200,0,0,TONS,1,"4,485","-99,5"
13/06/2012,F/Base,,,,,"-0,5",0,D,9200,0,0,TONS,1,"4,489","-99,5"
14/06/2012,F/Base,,,,,"-0,5",0,D,9200,0,0,TONS,1,"4,491","-99,5"
15/06/2012,F/Base,,,,,"-0,5",0,D,9200,0,0,TONS,1,"4,492","-99,5"
18/06/2012,F/Base,0,0,0,0,"-0,5",0,D,9400,200,200,TONS,1,"4,495","-99,5"
19/06/2012,F/Base,0,0,0,0,0,"0,5",D,10000,600,600,TONS,1,"4,499",-100
21/06/2012,F/Base,0,0,0,0,0,0,D,11700,1700,1700,TONS,1,"4,511",-100
22/06/2012,F/Base,,,,,"0,5","0,5",D,11700,0,0,TONS,1,"4,504","-100,5"
25/06/2012,F/Base,,,,,"0,5",0,D,11700,0,0,TONS,1,"4,509","-100,5"
26/06/2012,F/Base,,,,,"0,5",0,D,11700,0,0,TONS,1,"4,521","-100,5"
27/06/2012,F/Base,,,,,"0,5",0,D,11700,0,0,TONS,1,"4,512","-100,5"
28/06/2012,F/Base,,,,,0,"-0,5",D,11700,0,0,TONS,1,"4,515",-100
29/06/2012,F/Base,,,,,"0,5","0,5",D,11700,0,0,TONS,1,"4,521","-100,5"
02/07/2012,F/Base,,,,,"0,5",0,D,11700,0,0,TONS,1,"4,523","-100,5"
03/07/2012,F/Base,,,,,0,"-0,5",D,11700,0,0,TONS,1,"4,535",-100
04/07/2012,F/Base,,,,,0,0,D,11700,0,0,TONS,1,"4,533",-100
05/07/2012,F/Base,,,,,0,0,D,11700,0,0,TONS,1,"4,523",-100
06/07/2012,F/Base,,,,,0,0,D,11700,0,0,TONS,1,"4,538",-100
10/07/2012,F/Base,,,,,0,0,D,11700,0,0,TONS,1,"4,534",-100
11/07/2012,F/Base,,,,,0,0,D,11700,0,0,TONS,1,"4,545",-100
12/07/2012,F/Base,,,,,0,0,D,11700,0,0,TONS,1,"4,539",-100
13/07/2012,F/Base,,,,,2,"2,0",D,11700,0,0,TONS,1,"4,551",-102
16/07/2012,F/Base,,,,,2,0,D,11700,0,0,TONS,1,"4,544",-102
17/07/2012,F/Base,,,,,2,0,D,11700,0,0,TONS,1,"4,557",-102
18/07/2012,F/Base,,,,,2,0,D,11700,0,0,TONS,1,"4,557",-102
19/07/2012,F/Base,,,,,2,0,D,11700,0,0,TONS,1,"4,562",-102
20/07/2012,F/Base,,,,,2,0,D,11700,0,0,TONS,1,"4,569",-102
23/07/2012,F/Base,,,,,2,0,D,11700,0,0,TONS,1,"4,564",-102
24/07/2012,F/Base,,,,,2,0,D,11700,0,0,TONS,1,"4,567",-102
25/07/2012,F/Base,,,,,2,0,D,11700,0,0,TONS,1,"4,575",-102
26/07/2012,F/Base,,,,,2,0,D,11700,0,0,TONS,1,"4,566",-102
27/07/2012,F/Base,,,,,2,0,D,11700,0,0,TONS,1,"4,572",-102
30/07/2012,F/Base,,,,,2,0,D,11700,0,0,TONS,1,"4,572",-102
31/07/2012,F/Base,,,,,2,0,D,11700,0,0,TONS,1,"4,577",-102
01/08/2012,F/Base,,,,,2,0,D,11700,0,0,TONS,1,"4,581",-102
02/08/2012,F/Base,,,,,2,0,D,11700,0,0,TONS,1,"4,583",-102
