Fecha,Tipo,Open,High,Low,Last,Cierre,Aj.Dif.,Mon.,OI.Vol.,OI.Dif.,Vol.Ope.,Unidad,Dólar B.N.,Dólar Itaú.,Dif.Sem
22/10/2014,Fut,124,124,124,124,124,"124,0",D,100,100,100,TONS,1,"8,479",-124
23/10/2014,Fut,0,0,0,0,"124,3","0,3",D,100,0,0,TONS,1,"8,494","-124,3"
24/10/2014,Fut,0,0,0,0,"124,3",0,D,100,0,0,TONS,1,"8,503","-124,3"
27/10/2014,Fut,0,0,0,0,"124,8","0,5",D,100,0,0,TONS,1,"8,484","-124,8"
28/10/2014,Fut,0,0,0,0,126,"1,2",D,100,0,0,TONS,1,"8,49",-126
29/10/2014,Fut,0,0,0,0,127,"1,0",D,100,0,0,TONS,1,"8,515",-127
30/10/2014,Fut,0,0,0,0,"127,3","0,3",D,100,0,0,TONS,1,"8,515","-127,3"
31/10/2014,Fut,0,0,0,0,"127,5","0,2",D,100,0,0,TONS,1,"8,493","-127,5"
03/11/2014,Fut,0,0,0,0,"126,5","-1,0",D,100,0,0,TONS,1,"8,526","-126,5"
04/11/2014,Fut,0,0,0,0,"124,5","-2,0",D,100,0,0,TONS,1,"8,5","-124,5"
05/11/2014,Fut,0,0,0,0,125,"0,5",D,100,0,0,TONS,1,"8,501",-125
06/11/2014,Fut,0,0,0,0,125,0,D,100,0,0,TONS,1,"8,501",-125
07/11/2014,Fut,0,0,0,0,"125,5","0,5",D,100,0,0,TONS,1,"8,516","-125,5"
10/11/2014,Fut,0,0,0,0,"125,5",0,D,100,0,0,TONS,1,"8,526","-125,5"
11/11/2014,Fut,0,0,0,0,126,"0,5",D,100,0,0,TONS,1,"8,501",-126
12/11/2014,Fut,0,0,0,0,"126,5","0,5",D,100,0,0,TONS,1,"8,502","-126,5"
13/11/2014,Fut,0,0,0,0,"128,5","2,0",D,100,0,0,TONS,1,"8,517","-128,5"
14/11/2014,Fut,0,0,0,0,"129,5","1,0",D,100,0,0,TONS,1,"8,517","-129,5"
17/11/2014,Fut,0,0,0,0,"129,5",0,D,100,0,0,TONS,1,"8,504","-129,5"
18/11/2014,Fut,0,0,0,0,128,"-1,5",D,100,0,0,TONS,1,"8,526",-128
19/11/2014,Fut,0,0,0,0,128,0,D,100,0,0,TONS,1,"8,507",-128
20/11/2014,Fut,0,0,0,0,130,"2,0",D,100,0,0,TONS,1,"8,506",-130
21/11/2014,Fut,0,0,0,0,130,0,D,100,0,0,TONS,1,"8,508",-130
25/11/2014,Fut,0,0,0,0,126,"-4,0",D,100,0,0,TONS,1,"8,529",-126
26/11/2014,Fut,0,0,0,0,127,"1,0",D,100,0,0,TONS,1,"8,531",-127
27/11/2014,Fut,0,0,0,0,"130,5","3,5",D,100,0,0,TONS,1,"8,541","-130,5"
28/11/2014,Fut,0,0,0,0,131,"0,5",D,100,0,0,TONS,1,"8,517",-131
01/12/2014,Fut,0,0,0,0,"129,5","-1,5",D,100,0,0,TONS,1,"8,517","-129,5"
02/12/2014,Fut,0,0,0,0,129,"-0,5",D,100,0,0,TONS,1,"8,522",-129
03/12/2014,Fut,0,0,0,0,127,"-2,0",D,100,0,0,TONS,1,"8,553",-127
04/12/2014,Fut,0,0,0,0,131,"4,0",D,100,0,0,TONS,1,"8,555",-131
05/12/2014,Fut,0,0,0,0,"131,8","0,8",D,100,0,0,TONS,1,"8,556","-131,8"
09/12/2014,Fut,0,0,0,0,132,"0,2",D,100,0,0,TONS,1,"8,534",-132
10/12/2014,Fut,0,0,0,0,130,"-2,0",D,100,0,0,TONS,1,"8,566",-130
11/12/2014,Fut,0,0,0,0,"130,5","0,5",D,100,0,0,TONS,1,"8,544","-130,5"
12/12/2014,Fut,0,0,0,0,"131,5","1,0",D,100,0,0,TONS,1,"8,563","-131,5"
15/12/2014,Fut,0,0,0,0,"131,5",0,D,100,0,0,TONS,1,"8,563","-131,5"
16/12/2014,Fut,0,0,0,0,131,"-0,5",D,100,0,0,TONS,1,"8,544",-131
17/12/2014,Fut,0,0,0,0,"129,5","-1,5",D,100,0,0,TONS,1,"8,544","-129,5"
18/12/2014,Fut,0,0,0,0,"130,5","1,0",D,100,0,0,TONS,1,"8,545","-130,5"
19/12/2014,Fut,0,0,0,0,"130,5",0,D,100,0,0,TONS,1,"8,566","-130,5"
22/12/2014,Fut,0,0,0,0,"127,5","-3,0",D,100,0,0,TONS,1,"8,543","-127,5"
23/12/2014,Fut,0,0,0,0,126,"-1,5",D,100,0,0,TONS,1,"8,557",-126
29/12/2014,Fut,0,0,0,0,126,0,D,100,0,0,TONS,1,"8,544",-126
30/12/2014,Fut,0,0,0,0,125,"-1,0",D,100,0,0,TONS,1,"8,56",-125
02/01/2015,Fut,0,0,0,0,120,"-5,0",D,100,0,0,TONS,1,"8,544",-120
05/01/2015,Fut,0,0,0,0,122,"2,0",D,100,0,0,TONS,1,"8,548",-122
06/01/2015,Fut,0,0,0,0,119,"-3,0",D,100,0,0,TONS,1,"8,555",-119
07/01/2015,Fut,0,0,0,0,119,0,D,100,0,0,TONS,1,"8,566",-119
08/01/2015,Fut,0,0,0,0,119,0,D,100,0,0,TONS,1,"8,596",-119
09/01/2015,Fut,0,0,0,0,119,0,D,100,0,0,TONS,1,"8,584",-119
12/01/2015,Fut,0,0,0,0,120,"1,0",D,100,0,0,TONS,1,"8,581",-120
13/01/2015,Fut,0,0,0,0,118,"-2,0",D,100,0,0,TONS,1,"8,603",-118
14/01/2015,Fut,0,0,0,0,118,0,D,100,0,0,TONS,1,"8,603",-118
15/01/2015,Fut,0,0,0,0,117,"-1,0",D,100,0,0,TONS,1,"8,603",-117
16/01/2015,Fut,0,0,0,0,118,"1,0",D,100,0,0,TONS,1,"8,61",-118
19/01/2015,Fut,120,120,120,120,120,"2,0",D,0,-100,100,TONS,1,"8,594",-120
20/01/2015,Fut,0,0,0,0,123,"3,0",D,0,0,0,TONS,1,"8,596",-123
21/01/2015,Fut,0,0,0,0,124,"1,0",D,0,0,0,TONS,1,"8,621",-124
22/01/2015,Fut,0,0,0,0,124,0,D,0,0,0,TONS,1,"8,614",-124
23/01/2015,Fut,0,0,0,0,124,0,D,0,0,0,TONS,1,"8,614",-124
26/01/2015,Fut,0,0,0,0,124,0,D,0,0,0,TONS,1,"8,638",-124
27/01/2015,Fut,0,0,0,0,122,"-2,0",D,0,0,0,TONS,1,"8,638",-122
28/01/2015,Fut,0,0,0,0,120,"-2,0",D,0,0,0,TONS,1,"8,622",-120
29/01/2015,Fut,0,0,0,0,114,"-6,0",D,0,0,0,TONS,1,"8,624",-114
30/01/2015,Fut,0,0,0,0,110,"-4,0",D,0,0,0,TONS,1,"8,627",-110
02/02/2015,Fut,0,0,0,0,110,0,D,0,0,0,TONS,1,"8,656",-110
03/02/2015,Fut,0,0,0,0,116,"6,0",D,0,0,0,TONS,1,"8,666",-116
04/02/2015,Fut,0,0,0,0,114,"-2,0",D,0,0,0,TONS,1,"8,668",-114
05/02/2015,Fut,0,0,0,0,114,0,D,0,0,0,TONS,1,"8,654",-114
06/02/2015,Fut,0,0,0,0,110,"-4,0",D,0,0,0,TONS,1,"8,671",-110
09/02/2015,Fut,0,0,0,0,110,0,D,0,0,0,TONS,1,"8,632",-110
10/02/2015,Fut,0,0,0,0,112,"2,0",D,0,0,0,TONS,1,"8,654",-112
11/02/2015,Fut,0,0,0,0,112,0,D,0,0,0,TONS,1,"8,657",-112
12/02/2015,Fut,0,0,0,0,115,"3,0",D,0,0,0,TONS,1,"8,687",-115
13/02/2015,Fut,0,0,0,0,"113,3","-1,7",D,0,0,0,TONS,1,"8,67","-113,3"
18/02/2015,Fut,0,0,0,0,110,"-3,3",D,0,0,0,TONS,1,"8,698",-110
19/02/2015,Fut,0,0,0,0,110,0,D,0,0,0,TONS,1,"8,684",-110
20/02/2015,Fut,0,0,0,0,110,0,D,0,0,0,TONS,1,"8,687",-110
