Fecha,Tipo,Open,High,Low,Last,Cierre,Aj.Dif.,Mon.,OI.Vol.,OI.Dif.,Vol.Ope.,Unidad,Dólar B.N.,Dólar Itaú.,Dif.Sem
30/01/2020,Fut,151,151,151,151,151,"151,0",D,900,900,900,TONS,"60,25","60,31",-151
31/01/2020,Fut,150,150,150,150,151,0,D,1100,200,200,TONS,"60,35","60,4",-151
03/02/2020,Fut,0,0,0,0,150,"-1,0",D,900,-200,0,TONS,"60,47","60,52",-150
04/02/2020,Fut,0,0,0,0,150,0,D,0,-900,0,TONS,"60,58","60,52",-150
05/02/2020,Fut,0,0,0,0,148,"-2,0",D,0,0,0,TONS,"60,59","60,52",-148
06/02/2020,Fut,0,0,0,0,149,"1,0",D,0,0,0,TONS,"60,69","60,59",-149
07/02/2020,Fut,0,0,0,0,150,"1,0",D,0,0,0,TONS,"60,78","60,84",-150
10/02/2020,Fut,0,0,0,0,150,0,D,0,0,0,TONS,"60,978","60,91",-150
11/02/2020,Fut,0,0,0,0,150,0,D,0,0,0,TONS,"61,119","61,19",-150
12/02/2020,Fut,0,0,0,0,150,0,D,0,0,0,TONS,"61,229","61,17",-150
13/02/2020,Fut,0,0,0,0,155,"5,0",D,0,0,0,TONS,"61,389","61,45",-155
14/02/2020,Fut,0,0,0,0,154,"-1,0",D,0,0,0,TONS,"61,459","61,38",-154
17/02/2020,Fut,145,145,145,145,152,"-2,0",D,1000,1000,1000,TONS,"61,669","61,54",-152
18/02/2020,Fut,0,0,0,0,"150,5","-1,5",D,1000,0,0,TONS,"61,662","61,6","-150,5"
19/02/2020,Fut,0,0,0,0,"147,5","-3,0",D,0,-1000,0,TONS,"61,729","61,78","-147,5"
