Fecha,Tipo,Open,High,Low,Last,Cierre,Aj.Dif.,Mon.,OI.Vol.,OI.Dif.,Vol.Ope.,Unidad,Dólar B.N.,Dólar Itaú.,Dif.Sem
14/12/2016,Fut,160,160,160,160,160,"160,0",D,500,500,500,TONS,1,"15,86",-160
15/12/2016,Fut,0,0,0,0,"159,5","-0,5",D,500,0,0,TONS,1,"15,98","-159,5"
16/12/2016,Fut,0,0,0,0,"160,5","1,0",D,500,0,0,TONS,1,"15,9","-160,5"
19/12/2016,Fut,0,0,0,0,"159,5","-1,0",D,500,0,0,TONS,1,"15,92","-159,5"
20/12/2016,Fut,0,0,0,0,"159,5",0,D,500,0,0,TONS,1,"15,775","-159,5"
21/12/2016,Fut,0,0,0,0,"159,5",0,D,500,0,0,TONS,1,"15,86","-159,5"
22/12/2016,Fut,0,0,0,0,159,"-0,5",D,500,0,0,TONS,1,"15,73",-159
23/12/2016,Fut,0,0,0,0,159,0,D,500,0,0,TONS,1,"15,56",-159
26/12/2016,Fut,0,0,0,0,"158,5","-0,5",D,500,0,0,TONS,1,"15,67","-158,5"
27/12/2016,Fut,0,0,0,0,159,"0,5",D,500,0,0,TONS,1,"15,56",-159
28/12/2016,Fut,0,0,0,0,"158,7","-0,3",D,500,0,0,TONS,1,"15,57","-158,7"
29/12/2016,Fut,0,0,0,0,"158,5","-0,2",D,500,0,0,TONS,1,"15,67","-158,5"
30/12/2016,Fut,0,0,0,0,"158,5",0,D,500,0,0,TONS,1,"15,815","-158,5"
02/01/2017,Fut,0,0,0,0,159,"0,5",D,500,0,0,TONS,1,"15,83",-159
03/01/2017,Fut,0,0,0,0,160,"1,0",D,500,0,0,TONS,1,"15,845",-160
04/01/2017,Fut,0,0,0,0,"161,5","1,5",D,500,0,0,TONS,1,"15,98","-161,5"
05/01/2017,Fut,0,0,0,0,"161,2","-0,3",D,500,0,0,TONS,1,"15,89","-161,2"
06/01/2017,Fut,0,0,0,0,"160,5","-0,7",D,500,0,0,TONS,1,"15,81","-160,5"
09/01/2017,Fut,0,0,0,0,161,"0,5",D,500,0,0,TONS,1,"15,83",-161
10/01/2017,Fut,0,0,0,0,161,0,D,500,0,0,TONS,1,"15,915",-161
11/01/2017,Fut,0,0,0,0,"160,5","-0,5",D,500,0,0,TONS,1,"15,82","-160,5"
12/01/2017,Fut,0,0,0,0,"160,5",0,D,500,0,0,TONS,1,"15,78","-160,5"
13/01/2017,Fut,0,0,0,0,"161,5","1,0",D,500,0,0,TONS,1,"15,87","-161,5"
16/01/2017,Fut,0,0,0,0,"162,6","1,1",D,500,0,0,TONS,1,"15,9","-162,6"
17/01/2017,Fut,160,160,160,160,160,"-2,6",D,1000,500,500,TONS,1,"15,895",-160
18/01/2017,Fut,160,160,160,160,"160,9","0,9",D,1000,0,500,TONS,1,"15,96","-160,9"
19/01/2017,Fut,0,0,0,0,"161,5","0,6",D,1000,0,0,TONS,1,"16,02","-161,5"
20/01/2017,Fut,0,0,0,0,"162,5","1,0",D,1000,0,0,TONS,1,"15,87","-162,5"
23/01/2017,Fut,0,0,0,0,"162,6","0,1",D,1000,0,0,TONS,1,"15,95","-162,6"
24/01/2017,Fut,0,0,0,0,"162,6",0,D,1000,0,0,TONS,1,"15,93","-162,6"
25/01/2017,Fut,0,0,0,0,"162,4","-0,2",D,1000,0,0,TONS,1,"15,88","-162,4"
26/01/2017,Fut,0,0,0,0,"162,1","-0,3",D,1000,0,0,TONS,1,"15,91","-162,1"
27/01/2017,Fut,0,0,0,0,"163,1","1,0",D,1000,0,0,TONS,1,"15,87","-163,1"
30/01/2017,Fut,0,0,0,0,"161,3","-1,8",D,1000,0,0,TONS,1,"15,99","-161,3"
31/01/2017,Fut,0,0,0,0,"162,1","0,8",D,1000,0,0,TONS,1,"15,95","-162,1"
01/02/2017,Fut,155,155,155,155,155,"-7,1",D,1000,0,700,TONS,1,"15,84",-155
02/02/2017,Fut,0,0,0,0,155,0,D,1000,0,0,TONS,1,"15,79",-155
03/02/2017,Fut,155,155,155,155,"154,9","-0,1",D,1000,0,500,TONS,1,"15,69","-154,9"
06/02/2017,Fut,157,157,156,156,158,"3,1",D,1000,0,1700,TONS,1,"15,58",-158
07/02/2017,Fut,0,0,0,0,"158,5","0,5",D,1000,0,0,TONS,1,"15,7","-158,5"
08/02/2017,Fut,0,0,0,0,"158,5",0,D,1000,0,0,TONS,1,"15,72","-158,5"
09/02/2017,Fut,0,0,0,0,"158,5",0,D,1000,0,0,TONS,1,"15,64","-158,5"
10/02/2017,Fut,0,0,0,0,"159,5","1,0",D,1000,0,0,TONS,1,"15,52","-159,5"
13/02/2017,Fut,0,0,0,0,"161,5","2,0",D,1000,0,0,TONS,1,"15,48","-161,5"
14/02/2017,Fut,0,0,0,0,159,"-2,5",D,1000,0,0,TONS,1,"15,39",-159
15/02/2017,Fut,0,0,0,0,162,"3,0",D,1000,0,0,TONS,1,"15,515",-162
16/02/2017,Fut,165,165,165,165,165,"3,0",D,1000,0,1000,TONS,1,"15,36",-165
17/02/2017,Fut,0,0,0,0,162,"-3,0",D,0,-1000,0,TONS,1,"15,505",-162
