Fecha,Tipo,Open,High,Low,Last,Cierre,Aj.Dif.,Mon.,OI.Vol.,OI.Dif.,Vol.Ope.,Unidad,Dólar B.N.,Dólar Itaú.,Dif.Sem
25/01/2016,Fut,155,155,155,155,155,"155,0",D,200,200,200,TONS,1,"13,83",-155
26/01/2016,Fut,156,156,156,156,"156,7","1,7",D,1100,900,900,TONS,1,"13,86","-156,7"
27/01/2016,Fut,0,0,0,0,"155,5","-1,2",D,1100,0,0,TONS,1,"13,91","-155,5"
28/01/2016,Fut,0,0,0,0,155,"-0,5",D,1100,0,0,TONS,1,"13,92",-155
29/01/2016,Fut,0,0,0,0,"155,5","0,5",D,1100,0,0,TONS,1,"13,86","-155,5"
01/02/2016,Fut,0,0,0,0,"154,8","-0,7",D,1100,0,0,TONS,1,"14,17","-154,8"
02/02/2016,Fut,0,0,0,0,157,"2,2",D,1100,0,0,TONS,1,"14,1",-157
03/02/2016,Fut,0,0,0,0,157,0,D,1100,0,0,TONS,1,"14,17",-157
04/02/2016,Fut,0,0,0,0,157,0,D,1100,0,0,TONS,1,"14,23",-157
05/02/2016,Fut,0,0,0,0,"156,5","-0,5",D,1100,0,0,TONS,1,"14,36","-156,5"
10/02/2016,Fut,0,0,0,0,154,"-2,5",D,1100,0,0,TONS,1,"14,42",-154
11/02/2016,Fut,0,0,0,0,"154,5","0,5",D,1100,0,0,TONS,1,"14,505","-154,5"
12/02/2016,Fut,0,0,0,0,154,"-0,5",D,1100,0,0,TONS,1,"14,79",-154
15/02/2016,Fut,0,0,0,0,154,0,D,1100,0,0,TONS,1,"14,66",-154
16/02/2016,Fut,0,0,0,0,"153,5","-0,5",D,1100,0,0,TONS,1,"14,88","-153,5"
17/02/2016,Fut,0,0,0,0,155,"1,5",D,1100,0,0,TONS,1,"14,86",-155
18/02/2016,Fut,155,155,155,155,155,0,D,1600,500,500,TONS,1,"15,11",-155
19/02/2016,Fut,155,155,155,155,155,0,D,2100,500,500,TONS,1,"14,97",-155
22/02/2016,Fut,0,0,0,0,"154,5","-0,5",D,2100,0,0,TONS,1,"15,12","-154,5"
23/02/2016,Fut,0,0,0,0,"153,3","-1,2",D,2100,0,0,TONS,1,"15,36","-153,3"
24/02/2016,Fut,0,0,0,0,"152,3","-1,0",D,2100,0,0,TONS,1,"15,29","-152,3"
25/02/2016,Fut,0,0,0,0,152,"-0,3",D,2100,0,0,TONS,1,"15,32",-152
26/02/2016,Fut,0,0,0,0,"150,5","-1,5",D,2100,0,0,TONS,1,"15,39","-150,5"
29/02/2016,Fut,148,148,148,148,149,"-1,5",D,2200,100,100,TONS,1,"15,6",-149
01/03/2016,Fut,148,148,148,148,147,"-2,0",D,2400,200,200,TONS,1,"15,94",-147
02/03/2016,Fut,0,0,0,0,"147,4","0,4",D,2400,0,0,TONS,1,"15,73","-147,4"
03/03/2016,Fut,0,0,0,0,"146,3","-1,1",D,2400,0,0,TONS,1,"15,68","-146,3"
04/03/2016,Fut,0,0,0,0,"145,7","-0,6",D,2400,0,0,TONS,1,"15,24","-145,7"
07/03/2016,Fut,0,0,0,0,"145,7",0,D,2400,0,0,TONS,1,"15,42","-145,7"
08/03/2016,Fut,0,0,0,0,"146,2","0,5",D,2400,0,0,TONS,1,"15,5","-146,2"
09/03/2016,Fut,0,0,0,0,"146,6","0,4",D,2400,0,0,TONS,1,"15,27","-146,6"
10/03/2016,Fut,0,0,0,0,"146,8","0,2",D,2400,0,0,TONS,1,"15,28","-146,8"
11/03/2016,Fut,0,0,0,0,"147,8","1,0",D,2400,0,0,TONS,1,"15,16","-147,8"
14/03/2016,Fut,0,0,0,0,"148,3","0,5",D,2400,0,0,TONS,1,"14,93","-148,3"
15/03/2016,Fut,0,0,0,0,"143,8","-4,5",D,2400,0,0,TONS,1,"14,52","-143,8"
