Fecha,Tipo,Open,High,Low,Last,Cierre,Aj.Dif.,Mon.,OI.Vol.,OI.Dif.,Vol.Ope.,Unidad,Dólar B.N.,Dólar Itaú.,Dif.Sem
26/11/2019,Fut,249,249,249,249,249,"249,0",D,700,700,700,TONS,1,"59,69",-249
27/11/2019,Fut,249,"249,5","248,5","248,5",249,0,D,2800,2100,2100,TONS,1,"60,15",-249
28/11/2019,Fut,"247,5","247,5",246,246,247,"-2,0",D,3800,1000,1000,TONS,1,"60,1",-247
29/11/2019,Fut,"247,5","247,5","247,5","247,5","247,5","0,5",D,10800,7000,7000,TONS,1,"60,08","-247,5"
02/12/2019,Fut,"247,5","247,5","247,5","247,5","247,5",0,D,11300,500,500,TONS,1,"60,03","-247,5"
03/12/2019,Fut,0,0,0,0,"249,8","2,3",D,11300,0,0,TONS,1,"60,01","-249,8"
04/12/2019,Fut,251,251,251,251,251,"1,2",D,11600,300,300,TONS,1,"59,87",-251
05/12/2019,Fut,252,252,251,251,252,"1,0",D,13100,1500,1500,TONS,1,"59,87",-252
06/12/2019,Fut,253,253,253,253,253,"1,0",D,19300,6200,6200,TONS,1,"59,98",-253
09/12/2019,Fut,254,254,254,254,254,"1,0",D,26300,7000,7500,TONS,1,"59,96",-254
10/12/2019,Fut,0,0,0,0,"251,5","-2,5",D,26300,0,0,TONS,1,"60,06","-251,5"
11/12/2019,Fut,0,0,0,0,251,"-0,5",D,26300,0,0,TONS,1,"59,89",-251
12/12/2019,Fut,0,0,0,0,"252,8","1,8",D,26300,0,0,TONS,1,"59,88","-252,8"
13/12/2019,Fut,0,0,0,0,254,"1,2",D,26300,0,0,TONS,1,"59,76",-254
16/12/2019,Fut,0,0,0,0,255,"1,0",D,26300,0,0,TONS,1,"59,76",-255
17/12/2019,Fut,0,0,0,0,254,"-1,0",D,26300,0,0,TONS,1,"59,88",-254
18/12/2019,Fut,248,248,248,248,248,"-6,0",D,26300,0,1000,TONS,1,"59,76",-248
19/12/2019,Fut,0,0,0,0,248,0,D,26300,0,0,TONS,1,"59,88",-248
20/12/2019,Fut,0,0,0,0,249,"1,0",D,26300,0,0,TONS,1,"59,76",-249
23/12/2019,Fut,248,248,248,248,"249,5","0,5",D,26300,0,100,TONS,1,"59,76","-249,5"
26/12/2019,Fut,249,250,249,250,250,"0,5",D,26500,200,200,TONS,1,"59,79",-250
